movie_title,movie_imdb_link,movie_facebook_likes,director_name,director_facebook_likes,actor_1_name,actor_1_facebook_likes,actor_2_name,actor_2_facebook_likes,actor_3_name,actor_3_facebook_likes,cast_total_facebook_likes
Chocolat,http://www.imdb.com/title/tt4400038/?ref_=fn_tt_tt_1,809.0,Roschdy Zem,60,Omar Sy,1100,James Thierre,8,Clotilde Hesme,116,1418.0
Madea's Big Happy Family,http://www.imdb.com/title/tt1787759/?ref_=fn_tt_tt_1,1600.0,Tyler Perry,2400,Tyler Perry,2400,Loretta Devine,959,Cassi Davis,302,6592.0
Tombstone,http://www.imdb.com/title/tt0108358/?ref_=fn_tt_tt_1,12000.0,George P. Cosmatos,170,Kurt Russell,3300,Val Kilmer,3600,Sam Elliott,5200,22867.0
A Madea Christmas,http://www.imdb.com/title/tt2609758/?ref_=fn_tt_tt_1,3900.0,Tyler Perry,2400,Tyler Perry,2400,Anna Maria Horsford,204,Tika Sumpter,531,10028.0
Final Destination 3,http://www.imdb.com/title/tt0414982/?ref_=fn_tt_tt_1,1800.0,James Wong,71,Mary Elizabeth Winstead,6400,Ryan Merriman,1900,Kris Lemche,165,12333.0
The House Bunny,http://www.imdb.com/title/tt0852713/?ref_=fn_tt_tt_1,2600.0,Fred Wolf,30,Anna Faris,3300,Colin Hanks,1500,Emma Stone,15000,30216.0
Finding Neverland,http://www.imdb.com/title/tt0308644/?ref_=fn_tt_tt_1,8000.0,Marc Forster,399,Johnny Depp,40000,Kate Winslet,14000,Julie Christie,599,70444.0
The Grey,http://www.imdb.com/title/tt1601913/?ref_=fn_tt_tt_1,32000.0,Joe Carnahan,249,Liam Neeson,14000,Frank Grillo,816,Dermot Mulroney,3400,21244.0
Agent Cody Banks,http://www.imdb.com/title/tt0313911/?ref_=fn_tt_tt_1,546.0,Harald Zwart,93,Frankie Muniz,927,Hilary Duff,2200,Angie Harmon,1300,13940.0
Hide and Seek,http://www.imdb.com/title/tt0382077/?ref_=fn_tt_tt_1,2700.0,John Polson,21,Robert De Niro,22000,Dakota Fanning,6900,Famke Janssen,3600,38774.0
The Giver,http://www.imdb.com/title/tt0435651/?ref_=fn_tt_tt_1,58000.0,Phillip Noyce,175,Jeff Bridges,12000,Meryl Streep,11000,Brenton Thwaites,2100,42570.0
The Hours,http://www.imdb.com/title/tt0274558/?ref_=fn_tt_tt_1,8000.0,Stephen Daldry,335,Nicole Kidman,4800,Julianne Moore,9300,Meryl Streep,11000,32751.0
Goodfellas,http://www.imdb.com/title/tt0099685/?ref_=fn_tt_tt_1,26000.0,Martin Scorsese,17000,Robert De Niro,22000,Ray Liotta,2700,Joe Pesci,2700,30198.0
Nanny McPhee,http://www.imdb.com/title/tt0396752/?ref_=fn_tt_tt_1,2200.0,Kirk Jones,52,Emma Thompson,2300,Colin Firth,14000,Kelly Macdonald,2000,26696.0
The Last Emperor,http://www.imdb.com/title/tt0093389/?ref_=fn_tt_tt_1,3200.0,Bernardo Bertolucci,978,John Lone,168,Joan Chen,644,Peter O'Toole,4100,6562.0
Scarface,http://www.imdb.com/title/tt0086250/?ref_=fn_tt_tt_1,19000.0,Brian De Palma,1500,Al Pacino,14000,Steven Bauer,640,Michelle Pfeiffer,4600,25222.0
Nothing to Lose,http://www.imdb.com/title/tt0119807/?ref_=fn_tt_tt_1,1600.0,Steve Oedekerk,176,Martin Lawrence,2000,Tim Robbins,5900,John C. McGinley,1300,14286.0
The Wild Thornberrys Movie,http://www.imdb.com/title/tt0282120/?ref_=fn_tt_tt_1,188.0,Cathy Malkasian,1,Lacey Chabert,2400,Tom Kane,265,Cree Summer,503,14426.0
Money Talks,http://www.imdb.com/title/tt0119695/?ref_=fn_tt_tt_1,665.0,Brett Ratner,422,Chris Tucker,2400,Charlie Sheen,8100,Heather Locklear,718,16363.0
Rugrats Go Wild,http://www.imdb.com/title/tt0337711/?ref_=fn_tt_tt_1,329.0,John Eng,1,Elizabeth Daily,989,Nancy Cartwright,380,Kath Soucie,310,11992.0
There Will Be Blood,http://www.imdb.com/title/tt0469494/?ref_=fn_tt_tt_1,16000.0,Paul Thomas Anderson,3200,Daniel Day-Lewis,8600,Martin Stringer,1,Matthew Braden Stringer,1,9140.0
The Night Before,http://www.imdb.com/title/tt3530002/?ref_=fn_tt_tt_1,7000.0,Jonathan Levine,129,Joseph Gordon-Levitt,23000,Seth Rogen,5100,Anthony Mackie,2000,54482.0
The Sisterhood of the Traveling Pants,http://www.imdb.com/title/tt0403508/?ref_=fn_tt_tt_1,2400.0,Ken Kwapis,44,Amber Tamblyn,1100,Alexis Bledel,2400,America Ferrera,955,15016.0
August: Osage County,http://www.imdb.com/title/tt1322269/?ref_=fn_tt_tt_1,30000.0,John Wells,53,Meryl Streep,11000,Julia Roberts,8100,Chris Cooper,1300,59827.0
Undercover Brother,http://www.imdb.com/title/tt0279493/?ref_=fn_tt_tt_1,2000.0,Malcolm D. Lee,92,Eddie Griffin,487,Chris Kattan,368,Denise Richards,1200,13045.0
Beauty Shop,http://www.imdb.com/title/tt0388500/?ref_=fn_tt_tt_1,682.0,Bille Woodruff,23,Queen Latifah,1900,Alicia Silverstone,1500,Andie MacDowell,1100,10146.0
Kiss of the Dragon,http://www.imdb.com/title/tt0271027/?ref_=fn_tt_tt_1,1100.0,Chris Nahon,21,Jet Li,5000,Bridget Fonda,885,Tchky Karyo,365,7970.0
Jeepers Creepers II,http://www.imdb.com/title/tt0301470/?ref_=fn_tt_tt_1,1400.0,Victor Salva,107,Ray Wise,1300,Jonathan Breck,270,Garikayi Mutambirwa,54,2644.0
What a Girl Wants,http://www.imdb.com/title/tt0286788/?ref_=fn_tt_tt_1,1800.0,Dennie Gordon,30,Amanda Bynes,2600,Colin Firth,14000,Kelly Preston,753,20602.0
Cradle 2 the Grave,http://www.imdb.com/title/tt0306685/?ref_=fn_tt_tt_1,1000.0,Andrzej Bartkowiak,42,Jet Li,5000,DMX,434,Anthony Anderson,1300,12779.0
Bride of Chucky,http://www.imdb.com/title/tt0144120/?ref_=fn_tt_tt_1,1700.0,Ronny Yu,32,Jennifer Tilly,1400,Brad Dourif,2100,Katherine Heigl,4400,11412.0
The Omen,http://www.imdb.com/title/tt0075005/?ref_=fn_tt_tt_1,7400.0,Richard Donner,506,Gregory Peck,2300,Lee Remick,263,David Warner,1300,4284.0
Million Dollar Arm,http://www.imdb.com/title/tt1647668/?ref_=fn_tt_tt_1,10000.0,Craig Gillespie,42,Jon Hamm,4000,Pitobash,35,Suraj Sharma,774,11015.0
Mr. Bean's Holiday,http://www.imdb.com/title/tt0453451/?ref_=fn_tt_tt_1,2400.0,Steve Bendelack,68,Rowan Atkinson,3800,Steve Pemberton,104,Lily Atkinson,328,8424.0
August Rush,http://www.imdb.com/title/tt0426931/?ref_=fn_tt_tt_1,18000.0,Kirsten Sheridan,58,Freddie Highmore,4400,Keri Russell,1500,Jonathan Rhys Meyers,9500,76046.0
Anacondas: The Hunt for the Blood Orchid,http://www.imdb.com/title/tt0366174/?ref_=fn_tt_tt_1,698.0,Dwight H. Little,28,Johnny Messner,524,KaDee Strickland,300,Matthew Marsden,275,4955.0
The Gambler,http://www.imdb.com/title/tt2039393/?ref_=fn_tt_tt_1,9100.0,Rupert Wyatt,82,Mark Wahlberg,8900,George Kennedy,3000,Griffin Cleveland,81,20395.0
Good Luck Chuck,http://www.imdb.com/title/tt0452625/?ref_=fn_tt_tt_1,3800.0,Mark Helfrich,7,Connor Price,91,Troy Gentile,248,Mackenzie Mowat,28,4635.0
Spice World,http://www.imdb.com/title/tt0120185/?ref_=fn_tt_tt_1,2700.0,Bob Spiers,14,Melanie Brown,160,Emma Bunton,104,Melanie C,83,4187.0
The Sitter,http://www.imdb.com/title/tt1366344/?ref_=fn_tt_tt_1,4900.0,David Gordon Green,237,Jonah Hill,3900,Max Records,279,Ari Graynor,904,11372.0
Draft Day,http://www.imdb.com/title/tt2223990/?ref_=fn_tt_tt_1,14000.0,Ivan Reitman,437,Chris Berman,11,Dave Donaldson,59,Patrick St. Esprit,148,9475.0
Dance Flick,http://www.imdb.com/title/tt1153706/?ref_=fn_tt_tt_1,660.0,Damien Dante Wayans,82,Shoshana Bush,79,Damon Wayans Jr.,761,Essence Atkins,720,4429.0
Crocodile Dundee in Los Angeles,http://www.imdb.com/title/tt0231402/?ref_=fn_tt_tt_1,393.0,Simon Wincer,23,Paul Hogan,468,Linda Kozlowski,161,Jere Burns,467,3248.0
She's the Man,http://www.imdb.com/title/tt0454945/?ref_=fn_tt_tt_1,3700.0,Andy Fickman,98,Amanda Bynes,2600,Channing Tatum,17000,Laura Ramsey,949,29402.0
"Tora, tora, tora",http://www.imdb.com/title/tt6017542/?ref_=fn_tt_tt_1,1.0,Maximiliano Gonzlez,1,Adriana Aizemberg,1,Elsa Bois,1,Arturo Bonn,1,29.0
Don't Be Afraid of the Dark,http://www.imdb.com/title/tt1270761/?ref_=fn_tt_tt_1,10000.0,Troy Nixey,24,Katie Holmes,2000,Guy Pearce,4200,Bailee Madison,3000,9956.0
Don Juan DeMarco,http://www.imdb.com/title/tt0112883/?ref_=fn_tt_tt_1,3900.0,Jeremy Leven,19,Marlon Brando,10000,Johnny Depp,40000,Faye Dunaway,974,52192.0
The Shawshank Redemption,http://www.imdb.com/title/tt0111161/?ref_=fn_tt_tt_1,110000.0,Frank Darabont,1800,Tim Robbins,5900,Morgan Freeman,11000,Bob Gunton,469,24116.0
Elizabeth,http://www.imdb.com/title/tt0127536/?ref_=fn_tt_tt_1,3700.0,Shekhar Kapur,159,Cate Blanchett,6200,Geoffrey Rush,2900,Christopher Eccleston,1500,22819.0
He Got Game,http://www.imdb.com/title/tt0124718/?ref_=fn_tt_tt_1,2300.0,Spike Lee,1500,Denzel Washington,18000,Ray Allen,47,Milla Jovovich,14000,40140.0
A Lot Like Love,http://www.imdb.com/title/tt0391304/?ref_=fn_tt_tt_1,4300.0,Nigel Cole,13,Amanda Peet,1400,Ashton Kutcher,4300,Taryn Manning,1400,12901.0
Kingpin,http://www.imdb.com/title/tt0116778/?ref_=fn_tt_tt_1,3100.0,Bobby Farrelly,103,Woody Harrelson,5100,Randy Quaid,717,Vanessa Angel,385,22151.0
War,http://www.imdb.com/title/tt0499556/?ref_=fn_tt_tt_1,2100.0,Philip G. Atwell,5,Jet Li,5000,Jason Statham,26000,John Lone,168,41193.0
Ice Princess,http://www.imdb.com/title/tt0396652/?ref_=fn_tt_tt_1,916.0,Tim Fywell,3,Michelle Trachtenberg,2500,Joan Cusack,1500,Amy Stewart,28,9544.0
The Losers,http://www.imdb.com/title/tt0480255/?ref_=fn_tt_tt_1,7000.0,Sylvain White,41,Jeffrey Dean Morgan,2700,Zoe Saldana,8200,Chris Evans,11000,33355.0
Shaun the Sheep,http://www.imdb.com/title/tt0983983/?ref_=fn_tt_tt_1,836.0,David Fine,1000,John Sparkes,7,Justin Fletcher,45,Richard Webber,1,57.0
The Ruins,http://www.imdb.com/title/tt0963794/?ref_=fn_tt_tt_1,2900.0,Carter Smith,27,Jonathan Tucker,681,Jena Malone,3800,Laura Ramsey,949,8361.0
Shark Night 3D,http://www.imdb.com/title/tt1633356/?ref_=fn_tt_tt_1,8100.0,David R. Ellis,164,Sara Paxton,1300,Dustin Milligan,498,Chris Carmack,512,7465.0
Punch-Drunk Love,http://www.imdb.com/title/tt0272338/?ref_=fn_tt_tt_1,4900.0,Paul Thomas Anderson,3200,Adam Sandler,11000,Jason Andrews,1,Don McManus,102,14868.0
Unaccompanied Minors,http://www.imdb.com/title/tt0488658/?ref_=fn_tt_tt_1,501.0,Paul Feig,179,Lewis Black,272,Wilmer Valderrama,1300,Tyler James Williams,943,9637.0
Half Past Dead,http://www.imdb.com/title/tt0297162/?ref_=fn_tt_tt_1,565.0,Don Michael Paul,72,Steven Seagal,4700,Morris Chestnut,2200,Ja Rule,219,8775.0
Eddie the Eagle,http://www.imdb.com/title/tt1083452/?ref_=fn_tt_tt_1,18000.0,Dexter Fletcher,451,Tom Costello,1,Jo Hartley,49,Keith Allen,70,21237.0
EuroTrip,http://www.imdb.com/title/tt0356150/?ref_=fn_tt_tt_1,6200.0,Jeff Schaffer,17,Scott Mechlowicz,631,Jacob Pitts,363,Kristin Kreuk,3500,21186.0
The Counsellor,http://www.imdb.com/title/tt2193215/?ref_=fn_tt_tt_1,24000.0,Ridley Scott,7300,Michael Fassbender,13000,Penlope Cruz,5300,Cameron Diaz,4900,49758.0
The Adventures of Pinocchio,http://www.imdb.com/title/tt0115472/?ref_=fn_tt_tt_1,249.0,Steve Barron,48,Martin Landau,957,Jonathan Taylor Thomas,2800,Genevive Bujold,159,7408.0
"Bright Lights, Big City",http://www.imdb.com/title/tt0094799/?ref_=fn_tt_tt_1,390.0,James Bridges,21,Michael J. Fox,3600,Kiefer Sutherland,3900,Phoebe Cates,768,10636.0
The Greatest Game Ever Played,http://www.imdb.com/title/tt0388980/?ref_=fn_tt_tt_1,2500.0,Bill Paxton,1800,James Paxton,12,Tom Rack,2,Armand Laroche,1,2639.0
My Soul to Take,http://www.imdb.com/title/tt0872230/?ref_=fn_tt_tt_1,3100.0,Wes Craven,6400,Max Thieriot,3400,John Magaro,188,Denzel Whitaker,233,8262.0
The Next Best Thing,http://www.imdb.com/title/tt0156841/?ref_=fn_tt_tt_1,381.0,John Schlesinger,153,Madonna,1400,Rupert Everett,730,Benjamin Bratt,1100,15636.0
Legend,http://www.imdb.com/title/tt3569230/?ref_=fn_tt_tt_1,44000.0,Brian Helgeland,244,Paul Anderson,180,Tom Hardy,27000,Christopher Eccleston,1500,36595.0
Stealing Harvard,http://www.imdb.com/title/tt0265808/?ref_=fn_tt_tt_1,214.0,Bruce McCulloch,54,Jason Lee,1400,Tom Green,376,Leslie Mann,2200,13997.0
The Box,http://www.imdb.com/title/tt0362478/?ref_=fn_tt_tt_1,8400.0,Richard Kelly,217,Cameron Diaz,4900,James Marsden,4200,Frank Langella,900,13904.0
Maximum Risk,http://www.imdb.com/title/tt0117011/?ref_=fn_tt_tt_1,531.0,Ringo Lam,17,Jean-Claude Van Damme,9600,Natasha Henstridge,942,Jean-Hugues Anglade,163,11286.0
A Perfect Plan,http://www.imdb.com/title/tt1986843/?ref_=fn_tt_tt_1,865.0,Pascal Chaumeil,8,Diane Kruger,3400,Dany Boon,171,Alice Pol,8,3617.0
Cirque du Soleil: Worlds Away,http://www.imdb.com/title/tt1792647/?ref_=fn_tt_tt_1,6600.0,Andrew Adamson,81,Erica Linz,31,Igor Zaripov,31,Lutz Halbhubner,1,550.0
The Girl Next Door,http://www.imdb.com/title/tt0265208/?ref_=fn_tt_tt_1,5300.0,Luke Greenfield,42,Emile Hirsch,2600,Elisha Cuthbert,3800,Timothy Olyphant,5900,17252.0
Angela's Ashes,http://www.imdb.com/title/tt0145653/?ref_=fn_tt_tt_1,1800.0,Alan Parker,320,Emily Watson,937,Robert Carlyle,3600,Joe Breen,1,5045.0
Lords of Dogtown,http://www.imdb.com/title/tt0355702/?ref_=fn_tt_tt_1,5000.0,Catherine Hardwicke,311,John Robinson,376,Emile Hirsch,2600,Rebecca De Mornay,909,22702.0
Lifeforce,http://www.imdb.com/title/tt0089489/?ref_=fn_tt_tt_1,3900.0,Tobe Hooper,368,Steve Railsback,250,Peter Firth,145,Frank Finlay,339,4621.0
The Conspirator,http://www.imdb.com/title/tt0968264/?ref_=fn_tt_tt_1,8100.0,Robert Redford,6300,James McAvoy,8800,Robin Wright,18000,Kevin Kline,1100,43792.0
Big Trouble in Little China,http://www.imdb.com/title/tt0090728/?ref_=fn_tt_tt_1,20000.0,John Carpenter,2200,Kurt Russell,3300,Kim Cattrall,1400,Dennis Dun,48,8611.0
Hot Rod,http://www.imdb.com/title/tt0787475/?ref_=fn_tt_tt_1,4700.0,Akiva Schaffer,82,Andy Samberg,1700,Jorma Taccone,434,Bill Hader,1400,14771.0
The 33,http://www.imdb.com/title/tt2006295/?ref_=fn_tt_tt_1,9200.0,Patricia Riggen,36,Antonio Banderas,5700,Rodrigo Santoro,2400,Juliette Binoche,1800,17556.0
The Powerpuff Girls,http://www.imdb.com/title/tt0175058/?ref_=fn_tt_tt_1,585.0,Craig McCracken,43,Cathy Cavadini,35,Elizabeth Daily,989,Tara Strong,2100,6069.0
Michael Collins,http://www.imdb.com/title/tt0117039/?ref_=fn_tt_tt_1,1.0,Neil Jordan,278,Ian Hart,264,Julia Roberts,8100,Richard Ingram,1,48598.0
Warrior,http://www.imdb.com/title/tt1291584/?ref_=fn_tt_tt_1,77000.0,Gavin O'Connor,161,Joel Edgerton,2000,Tom Hardy,27000,Nick Nolte,1600,37342.0
Stop-Loss,http://www.imdb.com/title/tt0489281/?ref_=fn_tt_tt_1,993.0,Kimberly Peirce,109,Ryan Phillippe,1700,Joseph Gordon-Levitt,23000,Rob Brown,370,52662.0
Brokedown Palace,http://www.imdb.com/title/tt0120620/?ref_=fn_tt_tt_1,1300.0,Jonathan Kaplan,57,Claire Danes,3800,Kate Beckinsale,7600,Bill Pullman,1400,15293.0
Gettysburg,http://www.imdb.com/title/tt0107007/?ref_=fn_tt_tt_1,3400.0,Ron Maxwell,33,Tom Berenger,858,Martin Sheen,1600,Stephen Lang,1800,10334.0
Mrs. Winterbourne,http://www.imdb.com/title/tt0117104/?ref_=fn_tt_tt_1,495.0,Richard Benjamin,123,Shirley MacLaine,1300,Ricki Lake,285,Brendan Fraser,3000,6371.0
Abandon,http://www.imdb.com/title/tt0267248/?ref_=fn_tt_tt_1,264.0,Stephen Gaghan,79,Katie Holmes,2000,Benjamin Bratt,1100,Charlie Hunnam,16000,36603.0
The Possession,http://www.imdb.com/title/tt0431021/?ref_=fn_tt_tt_1,17000.0,Ole Bornedal,31,Jeffrey Dean Morgan,2700,Kyra Sedgwick,963,Natasha Calis,308,5081.0
The Road,http://www.imdb.com/title/tt0898367/?ref_=fn_tt_tt_1,34000.0,John Hillcoat,216,Viggo Mortensen,10000,Kodi Smit-McPhee,889,Robert Duvall,3000,30278.0
The World's Fastest Indian,http://www.imdb.com/title/tt0412080/?ref_=fn_tt_tt_1,11000.0,Roger Donaldson,76,Anthony Hopkins,12000,Iain Rea,1,Tessa Mitchell,1,12591.0
Say It Isn't So,http://www.imdb.com/title/tt0239949/?ref_=fn_tt_tt_1,318.0,J.B. Rogers,6,Chris Klein,840,Heather Graham,1800,Orlando Jones,9300,22318.0
Stone Cold,http://www.imdb.com/title/tt0102984/?ref_=fn_tt_tt_1,1300.0,Craig R. Baxley,22,Brian Bosworth,174,Lance Henriksen,1800,William Forsythe,1300,3688.0
Underclassman,http://www.imdb.com/title/tt0373416/?ref_=fn_tt_tt_1,207.0,Marcos Siega,32,Nick Cannon,598,Adrian Young,2,Art Bonilla,151,5382.0
The Hoax,http://www.imdb.com/title/tt0462338/?ref_=fn_tt_tt_1,357.0,Lasse Hallstrm,532,David Aaron Baker,246,John Carter,24000,Judi Barton,6,36231.0
Straw Dogs,http://www.imdb.com/title/tt0999913/?ref_=fn_tt_tt_1,7100.0,Rod Lurie,39,James Marsden,4200,Kate Bosworth,1300,Alexander Skarsgrd,10000,26828.0
Sheena,http://www.imdb.com/title/tt0088103/?ref_=fn_tt_tt_1,745.0,John Guillermin,72,Tanya Roberts,460,Ted Wass,43,Donovan Scott,55,4018.0
BloodRayne,http://www.imdb.com/title/tt0383222/?ref_=fn_tt_tt_1,947.0,Uwe Boll,896,Kristanna Loken,1200,Michael Madsen,2400,Matthew Davis,1500,21991.0
Bad Lieutenant: Port of Call New Orleans,http://www.imdb.com/title/tt1095217/?ref_=fn_tt_tt_1,6100.0,Werner Herzog,1600,Nicolas Cage,12000,Eva Mendes,3700,Val Kilmer,3600,30324.0
Jane Got a Gun,http://www.imdb.com/title/tt2140037/?ref_=fn_tt_tt_1,3700.0,Gavin O'Connor,161,Natalie Portman,20000,Joel Edgerton,2000,Ewan McGregor,6200,32073.0
The Best Offer,http://www.imdb.com/title/tt1924396/?ref_=fn_tt_tt_1,32000.0,Giuseppe Tornatore,914,Geoffrey Rush,2900,Jim Sturgess,5000,Sylvia Hoeks,212,12166.0
Carnage,http://www.imdb.com/title/tt1692486/?ref_=fn_tt_tt_1,21000.0,Roman Polanski,2200,Jodie Foster,6400,Kate Winslet,14000,Christoph Waltz,11000,34371.0
Tank Girl,http://www.imdb.com/title/tt0114614/?ref_=fn_tt_tt_1,5800.0,Rachel Talalay,54,Lori Petty,953,Ice-T,860,Naomi Watts,6000,16624.0
Blindness,http://www.imdb.com/title/tt0861689/?ref_=fn_tt_tt_1,5200.0,Fernando Meirelles,355,Ysuke Iseya,18,Jason Bermingham,1,Eduardo Semerjian,1,1848.0
King's Ransom,http://www.imdb.com/title/tt0388183/?ref_=fn_tt_tt_1,84.0,Jeffrey W. Byrd,2,Anthony Anderson,1300,Jay Mohr,573,Kellita Smith,259,6437.0
Little White Lies,http://www.imdb.com/title/tt1440232/?ref_=fn_tt_tt_1,6500.0,Guillaume Canet,1200,Franois Cluzet,545,Marion Cotillard,9100,Benot Magimel,174,11702.0
Me and Orson Welles,http://www.imdb.com/title/tt1175506/?ref_=fn_tt_tt_1,1100.0,Richard Linklater,3900,Christian McKay,101,Zac Efron,7400,Zoe Kazan,991,12859.0
Kung Fu Killer,http://www.imdb.com/title/tt2952602/?ref_=fn_tt_tt_1,1500.0,Teddy Chan,3,Donnie Yen,2700,Wang Bao-Qiang,13,Charlie Yeung,68,2988.0
A Turtle's Tale: Sammy's Adventures,http://www.imdb.com/title/tt1230204/?ref_=fn_tt_tt_1,2300.0,Ben Stassen,4,Anthony Anderson,1300,Ed Begley Jr.,793,Pat Carroll,278,12321.0
Without Limits,http://www.imdb.com/title/tt0119934/?ref_=fn_tt_tt_1,947.0,Robert Towne,163,Billy Crudup,749,Donald Sutherland,3300,Monica Potter,878,14768.0
The True Story of Puss'N Boots,http://www.imdb.com/title/tt1239462/?ref_=fn_tt_tt_1,90.0,Jrme Deschamps,1,Jrme Deschamps,1,Yolande Moreau,45,Arthur Deschamps,1,67.0
Where the Truth Lies,http://www.imdb.com/title/tt0373450/?ref_=fn_tt_tt_1,528.0,Atom Egoyan,462,Kevin Bacon,7200,Colin Firth,14000,Alison Lohman,1000,23303.0
Space Dogs,http://www.imdb.com/title/tt1272051/?ref_=fn_tt_tt_1,214.0,Inna Evlannikova,1,Anna Bolshova,2,Elena Yakovleva,3,Evgeniy Mironov,15,59.0
Tulip Fever,http://www.imdb.com/title/tt0491203/?ref_=fn_tt_tt_1,1100.0,Justin Chadwick,56,Alicia Vikander,1800,Cara Delevingne,607,Holliday Grainger,499,32114.0
Red Sky,http://www.imdb.com/title/tt1946381/?ref_=fn_tt_tt_1,445.0,Mario Van Peebles,556,Cam Gigandet,8400,Shane West,2100,Rachael Leigh Cook,1200,15337.0
On the Road,http://www.imdb.com/title/tt0337692/?ref_=fn_tt_tt_1,27000.0,Walter Salles,177,Sam Riley,844,Garrett Hedlund,4800,Kristen Stewart,17000,51354.0
The Adventurer: The Curse of the Midas Box,http://www.imdb.com/title/tt1376213/?ref_=fn_tt_tt_1,1400.0,Jonathan Newman,3,Michael Sheen,2600,Lena Headey,5500,Sam Neill,1900,13557.0
Love Ranch,http://www.imdb.com/title/tt1125929/?ref_=fn_tt_tt_1,645.0,Taylor Hackford,139,Helen Mirren,2900,Joe Pesci,2700,Sergio Peris-Mencheta,85,18328.0
Ironclad,http://www.imdb.com/title/tt1233301/?ref_=fn_tt_tt_1,7500.0,Jonathan English,10,James Purefoy,2000,Brian Cox,1400,Kate Mara,3800,17519.0
Star Trek IV: The Voyage Home,http://www.imdb.com/title/tt0092007/?ref_=fn_tt_tt_1,4200.0,Leonard Nimoy,12000,William Shatner,3900,Leonard Nimoy,12000,DeForest Kelley,632,20596.0
Waterloo,http://www.imdb.com/title/tt0066549/?ref_=fn_tt_tt_1,706.0,Sergey Bondarchuk,28,Rod Steiger,280,Christopher Plummer,2300,Orson Welles,2500,5536.0
Dangerous Liaisons,http://www.imdb.com/title/tt0094947/?ref_=fn_tt_tt_1,3600.0,Stephen Frears,378,Glenn Close,1400,John Malkovich,8700,Michelle Pfeiffer,4600,54318.0
Scream 2,http://www.imdb.com/title/tt0120082/?ref_=fn_tt_tt_1,1500.0,Wes Craven,6400,Jada Pinkett Smith,873,Omar Epps,866,Paulette Patterson,1,9849.0
The Whole Nine Yards,http://www.imdb.com/title/tt0190138/?ref_=fn_tt_tt_1,1100.0,Jonathan Lynn,36,Bruce Willis,13000,Matthew Perry,2100,Rosanna Arquette,608,27250.0
Rocky Balboa,http://www.imdb.com/title/tt0479143/?ref_=fn_tt_tt_1,3500.0,Sylvester Stallone,13000,Sylvester Stallone,13000,Burt Young,682,Antonio Tarver,15,17714.0
Old School,http://www.imdb.com/title/tt0302886/?ref_=fn_tt_tt_1,4800.0,Todd Phillips,482,Luke Wilson,1200,Will Ferrell,8000,Vince Vaughn,2500,25938.0
Reagan,http://www.imdb.com/title/tt1723808/?ref_=fn_tt_tt_1,88.0,Sean McNamara,80,Jon Voight,1800,Cary-Hiroyuki Tagawa,1000,Robert Davi,682,3482.0
The Fisher King,http://www.imdb.com/title/tt0101889/?ref_=fn_tt_tt_1,12000.0,Terry Gilliam,2100,Jeff Bridges,12000,Adam Bryant,2,Paul Lombardi,1,14259.0
Think Like a Man Too,http://www.imdb.com/title/tt2239832/?ref_=fn_tt_tt_1,3000.0,Tim Story,168,Adam Brody,1700,Michael Ealy,3200,Jerry Ferrara,481,19383.0
I Still Know What You Did Last Summer,http://www.imdb.com/title/tt0130018/?ref_=fn_tt_tt_1,923.0,Danny Cannon,39,Jennifer Love Hewitt,3100,Freddie Prinze Jr.,1500,Brandy Norwood,509,57690.0
Win a Date with Tad Hamilton!,http://www.imdb.com/title/tt0335559/?ref_=fn_tt_tt_1,878.0,Robert Luketic,126,Kate Bosworth,1300,Topher Grace,2000,Josh Duhamel,6900,23490.0
Zack and Miri Make a Porno,http://www.imdb.com/title/tt1007028/?ref_=fn_tt_tt_1,4900.0,Kevin Smith,2300,Elizabeth Banks,4500,Seth Rogen,5100,Craig Robinson,1700,18670.0
Footloose,http://www.imdb.com/title/tt0087277/?ref_=fn_tt_tt_1,8000.0,Herbert Ross,74,Kevin Bacon,7200,Lori Singer,321,John Lithgow,1800,13605.0
"Hello, Dolly",http://www.imdb.com/title/tt0517529/?ref_=fn_tt_tt_1,1.0,Howard Murray,18,Wendie Jo Sperber,128,Lesley Boone,9,Susan Peretz,15,1208.0
Nurse Betty,http://www.imdb.com/title/tt0171580/?ref_=fn_tt_tt_1,458.0,Neil LaBute,120,Morgan Freeman,11000,Rene Zellweger,2500,Chris Rock,1600,25552.0
Muppets from Space,http://www.imdb.com/title/tt0158811/?ref_=fn_tt_tt_1,644.0,Tim Hill,25,Dave Goelz,36,Steve Whitmire,84,Bill Barretta,35,13492.0
The Men Who Stare at Goats,http://www.imdb.com/title/tt1234548/?ref_=fn_tt_tt_1,16000.0,Grant Heslov,294,George Clooney,9400,Ewan McGregor,6200,Jeff Bridges,12000,52793.0
Return to Me,http://www.imdb.com/title/tt0122459/?ref_=fn_tt_tt_1,2700.0,Bonnie Hunt,613,David Duchovny,2300,Minnie Driver,895,Carroll O'Connor,480,10377.0
Double Take,http://www.imdb.com/title/tt0238948/?ref_=fn_tt_tt_1,208.0,George Gallo,268,Orlando Jones,9300,Eddie Griffin,487,Gary Grubbs,1300,14458.0
Howl's Moving Castle,http://www.imdb.com/title/tt0347149/?ref_=fn_tt_tt_1,13000.0,Hayao Miyazaki,6000,Chieko Baish,4,Takuya Kimura,85,Akihiro Miwa,1,31275.0
