movie_title,movie_imdb_link,movie_facebook_likes,director_name,director_facebook_likes,actor_1_name,actor_1_facebook_likes,actor_2_name,actor_2_facebook_likes,actor_3_name,actor_3_facebook_likes,cast_total_facebook_likes
The Village,http://www.imdb.com/title/tt0368447/?ref_=fn_tt_tt_1,6000.0,M. Night Shyamalan,2900,Bryce Dallas Howard,3000,Joaquin Phoenix,4400,Adrien Brody,5100,30381.0
Shrek 2,http://www.imdb.com/title/tt0298148/?ref_=fn_tt_tt_1,1800.0,Andrew Adamson,81,Mike Myers,1400,Eddie Murphy,3600,Cameron Diaz,4900,21688.0
Cars,http://www.imdb.com/title/tt0317219/?ref_=fn_tt_tt_1,4500.0,John Lasseter,487,Owen Wilson,3300,Paul Newman,3400,Bonnie Hunt,613,20656.0
Two Brothers,http://www.imdb.com/title/tt0338512/?ref_=fn_tt_tt_1,2000.0,Jean-Jacques Annaud,220,Guy Pearce,4200,Jean-Claude Dreyfus,17,Freddie Highmore,4400,8684.0
Inglourious Basterds,http://www.imdb.com/title/tt0361748/?ref_=fn_tt_tt_1,42000.0,Quentin Tarantino,16000,Brad Pitt,12000,Mlanie Laurent,3500,Christoph Waltz,11000,49943.0
xXx,http://www.imdb.com/title/tt0295701/?ref_=fn_tt_tt_1,11000.0,Rob Cohen,359,Vin Diesel,14000,Asia Argento,1800,Marton Csokas,1100,36296.0
Who Framed Roger Rabbit?,http://www.imdb.com/title/tt4202430/?ref_=fn_tt_tt_1,1.0,,,,,,,,,0.0
Olympus Has Fallen,http://www.imdb.com/title/tt2302755/?ref_=fn_tt_tt_1,46000.0,Antoine Fuqua,872,Gerard Butler,18000,Aaron Eckhart,2500,Finley Jacobsen,133,41105.0
Signs,http://www.imdb.com/title/tt0286106/?ref_=fn_tt_tt_1,6800.0,M. Night Shyamalan,2900,Mel Gibson,5200,Joaquin Phoenix,4400,Rory Culkin,731,17713.0
Runaway Bride,http://www.imdb.com/title/tt0163187/?ref_=fn_tt_tt_1,1900.0,Garry Marshall,2900,Julia Roberts,8100,Richard Gere,7700,Joan Cusack,1500,23322.0
Die Hard 2,http://www.imdb.com/title/tt0099423/?ref_=fn_tt_tt_1,4600.0,Renny Harlin,214,Bruce Willis,13000,Bonnie Bedelia,309,William Atherton,319,19503.0
Ransom,http://www.imdb.com/title/tt0117438/?ref_=fn_tt_tt_1,1100.0,Ron Howard,2000,Mel Gibson,5200,Rene Russo,807,Brawley Nolte,26,16282.0
Vanilla Sky,http://www.imdb.com/title/tt0259711/?ref_=fn_tt_tt_1,7700.0,Cameron Crowe,490,Tom Cruise,11000,Penlope Cruz,5300,Cameron Diaz,4900,39969.0
Star Trek: Insurrection,http://www.imdb.com/title/tt0120844/?ref_=fn_tt_tt_1,1000.0,Jonathan Frakes,957,Patrick Stewart,3600,Jonathan Frakes,957,Brent Spiner,1300,11219.0
S.W.A.T.,http://www.imdb.com/title/tt0257076/?ref_=fn_tt_tt_1,2200.0,Clark Johnson,70,Samuel L. Jackson,7200,Colin Farrell,6400,Michelle Rodriguez,8500,36596.0
Sleepy Hollow,http://www.imdb.com/title/tt0162661/?ref_=fn_tt_tt_1,10000.0,Tim Burton,13000,Johnny Depp,40000,Christina Ricci,3100,Miranda Richardson,531,75272.0
Battle Los Angeles,http://www.imdb.com/title/tt1217613/?ref_=fn_tt_tt_1,25000.0,Jonathan Liebesman,475,Aaron Eckhart,2500,Ramon Rodriguez,463,Will Rothhaar,384,19364.0
Hook,http://www.imdb.com/title/tt0102057/?ref_=fn_tt_tt_1,13000.0,Steven Spielberg,14000,Dustin Hoffman,7200,Robin Williams,49000,Julia Roberts,8100,78873.0
We Were Soldiers,http://www.imdb.com/title/tt0277434/?ref_=fn_tt_tt_1,5100.0,Randall Wallace,129,Mel Gibson,5200,Madeleine Stowe,1300,Greg Kinnear,1500,27169.0
The Monuments Men,http://www.imdb.com/title/tt2177771/?ref_=fn_tt_tt_1,34000.0,George Clooney,9400,George Clooney,9400,Matt Damon,14000,Bill Murray,13000,49193.0
Underworld: Awakening,http://www.imdb.com/title/tt1496025/?ref_=fn_tt_tt_1,24000.0,Mns Mrlind,24,Kate Beckinsale,7600,Stephen Rea,329,Michael Ealy,3200,21373.0
War Horse,http://www.imdb.com/title/tt1568911/?ref_=fn_tt_tt_1,28000.0,Steven Spielberg,14000,Jeremy Irvine,25000,Peter Mullan,1300,Emily Watson,937,59115.0
AVP: Alien vs. Predator,http://www.imdb.com/title/tt0370263/?ref_=fn_tt_tt_1,3300.0,Paul W.S. Anderson,544,Sanaa Lathan,901,Raoul Bova,731,Lance Henriksen,1800,9248.0
Big Fish,http://www.imdb.com/title/tt0319061/?ref_=fn_tt_tt_1,26000.0,Tim Burton,13000,Ewan McGregor,6200,Albert Finney,882,Billy Crudup,749,43069.0
Storks,http://www.imdb.com/title/tt4624424/?ref_=fn_tt_tt_1,4800.0,Nicholas Stoller,91,Andy Samberg,1700,Katie Crown,8,Kelsey Grammer,809,23810.0
Wall Street: Money Never Sleeps,http://www.imdb.com/title/tt1027718/?ref_=fn_tt_tt_1,13000.0,Oliver Stone,2200,Richard Stratton,12,Harry Kerrigan,1,Michael Douglas,2500,16500.0
Dracula Untold,http://www.imdb.com/title/tt0829150/?ref_=fn_tt_tt_1,37000.0,Gary Shore,28,Luke Evans,5800,Sarah Gadon,697,Dominic Cooper,3000,12927.0
Wolf,http://www.imdb.com/title/tt0111742/?ref_=fn_tt_tt_1,1900.0,Mike Nichols,2500,Jack Nicholson,8100,Michelle Pfeiffer,4600,James Spader,3000,21562.0
Seven Years in Tibet,http://www.imdb.com/title/tt0120102/?ref_=fn_tt_tt_1,5300.0,Jean-Jacques Annaud,220,Brad Pitt,12000,David Thewlis,1400,BD Wong,1300,15947.0
Rumor Has It,http://www.imdb.com/title/tt0305096/?ref_=fn_tt_tt_1,1.0,Brian Edward O'Connor,15,Brian Edward O'Connor,15,Richard Clement,1,Mary Dimino,632,693.0
Rock of Ages,http://www.imdb.com/title/tt1336608/?ref_=fn_tt_tt_1,33000.0,Adam Shankman,163,Julianne Hough,2600,Dakota Sage Grant,7,Matthew Rush Sullivan,7,20437.0
The Dilemma,http://www.imdb.com/title/tt1578275/?ref_=fn_tt_tt_1,4400.0,Ron Howard,2000,Vince Vaughn,2500,Kevin James,2400,Jennifer Connelly,6300,35118.0
The Finest Hours,http://www.imdb.com/title/tt2025690/?ref_=fn_tt_tt_1,14000.0,Craig Gillespie,42,Chris Pine,6600,Casey Affleck,1400,Ben Foster,2900,21562.0
Stardust,http://www.imdb.com/title/tt0486655/?ref_=fn_tt_tt_1,16000.0,Matthew Vaughn,905,Ian McKellen,6200,Bimbo Hart,17,Alastair MacIntosh,1,35542.0
The Abyss,http://www.imdb.com/title/tt0096754/?ref_=fn_tt_tt_1,6600.0,James Cameron,6900,Ed Harris,2700,Mary Elizabeth Mastrantonio,638,Michael Biehn,2000,6795.0
Assault on Precinct 13,http://www.imdb.com/title/tt0074156/?ref_=fn_tt_tt_1,1000.0,John Carpenter,2200,Austin Stoker,29,Darwin Joston,46,Laurie Zimmer,7,923.0
Killer Elite,http://www.imdb.com/title/tt1448755/?ref_=fn_tt_tt_1,17000.0,Gary McKendry,5,Jason Statham,26000,Clive Owen,7200,Robert De Niro,22000,65970.0
Sky Captain and the World of Tomorrow,http://www.imdb.com/title/tt0346156/?ref_=fn_tt_tt_1,2500.0,Kerry Conran,14,Gwyneth Paltrow,4100,Jude Law,6000,Giovanni Ribisi,3400,28987.0
Doom,http://www.imdb.com/title/tt0419706/?ref_=fn_tt_tt_1,2500.0,Andrzej Bartkowiak,42,Karl Urban,6300,Rosamund Pike,4400,Deobia Oparei,86,24280.0
Escape Plan,http://www.imdb.com/title/tt1211956/?ref_=fn_tt_tt_1,34000.0,Mikael Hfstrm,101,Sylvester Stallone,13000,Arnold Schwarzenegger,7800,Jim Caviezel,5300,40126.0
The Legend of Hercules,http://www.imdb.com/title/tt1043726/?ref_=fn_tt_tt_1,12000.0,Renny Harlin,214,Kellan Lutz,4200,Gaia Weiss,184,Scott Adkins,4600,16924.0
Hard Rain,http://www.imdb.com/title/tt0120696/?ref_=fn_tt_tt_1,846.0,Mikael Salomon,13,Morgan Freeman,11000,Christian Slater,2000,Randy Quaid,717,22254.0
Hart's War,http://www.imdb.com/title/tt0251114/?ref_=fn_tt_tt_1,1000.0,Gregory Hoblit,42,Bruce Willis,13000,Colin Farrell,6400,Terrence Howard,2400,27719.0
I Spy,http://www.imdb.com/title/tt0297181/?ref_=fn_tt_tt_1,549.0,Betty Thomas,86,Eddie Murphy,3600,Owen Wilson,3300,Famke Janssen,3600,16005.0
Bad Company,http://www.imdb.com/title/tt0280486/?ref_=fn_tt_tt_1,804.0,Joel Schumacher,550,Anthony Hopkins,12000,Chris Rock,1600,Peter Stormare,2500,26991.0
Ballistic: Ecks vs. Sever,http://www.imdb.com/title/tt0308208/?ref_=fn_tt_tt_1,393.0,Wych Kaosayananda,8,Antonio Banderas,5700,Lucy Liu,2600,Gregg Henry,302,12144.0
Rollerball,http://www.imdb.com/title/tt0073631/?ref_=fn_tt_tt_1,2700.0,Norman Jewison,276,James Caan,1300,John Houseman,162,Maud Adams,144,2842.0
Osmosis Jones,http://www.imdb.com/title/tt0181739/?ref_=fn_tt_tt_1,2100.0,Bobby Farrelly,103,Chris Rock,1600,Laurence Fishburne,2600,David Hyde Pierce,443,11845.0
Dinner for Schmucks,http://www.imdb.com/title/tt0427152/?ref_=fn_tt_tt_1,9800.0,Jay Roach,118,Steve Carell,7000,Paul Rudd,4700,Zach Galifianakis,7700,28651.0
The Sum of All Fears,http://www.imdb.com/title/tt0164184/?ref_=fn_tt_tt_1,2200.0,Phil Alden Robinson,29,Ian Mongrain,1,Russell Bobbitt,6,James Cromwell,1900,14593.0
Despicable Me,http://www.imdb.com/title/tt1323594/?ref_=fn_tt_tt_1,31000.0,Pierre Coffin,277,Steve Carell,7000,Jason Segel,4700,Russell Brand,2200,30319.0
Legends of Oz: Dorothy's Return,http://www.imdb.com/title/tt0884726/?ref_=fn_tt_tt_1,5000.0,Will Finn,6,Dan Aykroyd,3500,Jim Belushi,850,Kelsey Grammer,809,12582.0
Agora,http://www.imdb.com/title/tt1186830/?ref_=fn_tt_tt_1,29000.0,Alejandro Amenbar,452,Rachel Weisz,5200,Max Minghella,613,Oscar Isaac,3100,10136.0
Basic Instinct 2,http://www.imdb.com/title/tt0430912/?ref_=fn_tt_tt_1,766.0,Michael Caton-Jones,115,Stan Collymore,22,Sharon Stone,2200,Neil Maskell,258,8919.0
The Twilight Saga: Eclipse,http://www.imdb.com/title/tt1325004/?ref_=fn_tt_tt_1,29000.0,David Slade,172,Xavier Samuel,2200,Kristen Stewart,17000,Robert Pattinson,21000,66566.0
Ted 2,http://www.imdb.com/title/tt2637276/?ref_=fn_tt_tt_1,30000.0,Seth MacFarlane,3000,Mark Wahlberg,8900,Seth MacFarlane,3000,Amanda Seyfried,9900,58128.0
Blackhat,http://www.imdb.com/title/tt2717822/?ref_=fn_tt_tt_1,11000.0,Michael Mann,1100,Chris Hemsworth,26000,Leehom Wang,164,Wei Tang,217,32041.0
Hall Pass,http://www.imdb.com/title/tt0480687/?ref_=fn_tt_tt_1,10000.0,Bobby Farrelly,103,Owen Wilson,3300,Jason Sudeikis,1800,Jenna Fischer,961,23045.0
Money Train,http://www.imdb.com/title/tt0113845/?ref_=fn_tt_tt_1,623.0,Joseph Ruben,29,Wesley Snipes,2400,Woody Harrelson,5100,Jennifer Lopez,3500,13460.0
The Score,http://www.imdb.com/title/tt0227445/?ref_=fn_tt_tt_1,2500.0,Frank Oz,1100,Robert De Niro,22000,Edward Norton,8800,Marlon Brando,10000,43075.0
Act of Valor/Project X/Dr Seuss the Lorax,http://www.imdb.com/title/tt3006462/?ref_=fn_tt_tt_1,1.0,,,,,,,,,0.0
Abraham Lincoln: Vampire Hunter,http://www.imdb.com/title/tt1611224/?ref_=fn_tt_tt_1,99000.0,Timur Bekmambetov,339,Benjamin Walker,915,Dominic Cooper,3000,Anthony Mackie,2000,19092.0
Dreamcatcher,http://www.imdb.com/title/tt0285531/?ref_=fn_tt_tt_1,4200.0,Lawrence Kasdan,759,Morgan Freeman,11000,Thomas Jane,1300,Jason Lee,1400,28741.0
Mystery Men,http://www.imdb.com/title/tt0132347/?ref_=fn_tt_tt_1,3600.0,Kinka Usher,18,Ben Stiller,3500,Hank Azaria,1500,William H. Macy,2500,20493.0
Body of Lies,http://www.imdb.com/title/tt0758774/?ref_=fn_tt_tt_1,6000.0,Ridley Scott,7300,Leonardo DiCaprio,29000,Russell Crowe,7300,Mark Strong,3300,44729.0
The Insider,http://www.imdb.com/title/tt0140352/?ref_=fn_tt_tt_1,6300.0,Michael Mann,1100,Al Pacino,14000,Russell Crowe,7300,Christopher Plummer,2300,33577.0
The X Files,http://www.imdb.com/title/tt0120902/?ref_=fn_tt_tt_1,1700.0,Rob Bowman,39,David Duchovny,2300,Gillian Anderson,2400,John Neville,386,12694.0
The Last Legion,http://www.imdb.com/title/tt0462396/?ref_=fn_tt_tt_1,1200.0,Doug Lefler,4,Colin Firth,14000,Ben Kingsley,3500,Aishwarya Rai Bachchan,2500,38243.0
Need for Speed,http://www.imdb.com/title/tt2369135/?ref_=fn_tt_tt_1,32000.0,Scott Waugh,76,Aaron Paul,6000,Dominic Cooper,3000,Imogen Poots,3900,26979.0
Saving Private Ryan,http://www.imdb.com/title/tt0120815/?ref_=fn_tt_tt_1,23000.0,Steven Spielberg,14000,Tom Hanks,15000,Tom Sizemore,2400,Edward Burns,1200,64113.0
Last Man Standing,http://www.imdb.com/title/tt1828327/?ref_=fn_tt_tt_1,1700.0,Jack Burditt,2,Tim Allen,1300,Nancy Travis,374,Molly Ephraim,336,3801.0
What Women Want,http://www.imdb.com/title/tt0207201/?ref_=fn_tt_tt_1,4300.0,Nancy Meyers,279,Mel Gibson,5200,Helen Hunt,1600,Marisa Tomei,2700,20018.0
Ice Age,http://www.imdb.com/title/tt0268380/?ref_=fn_tt_tt_1,3000.0,Chris Wedge,77,Ray Romano,595,John Leguizamo,2200,Denis Leary,849,15176.0
Entrapment,http://www.imdb.com/title/tt0137494/?ref_=fn_tt_tt_1,1500.0,Jon Amiel,36,Sean Connery,7300,Catherine Zeta-Jones,3400,Ving Rhames,1600,13623.0
Lincoln,http://www.imdb.com/title/tt0443272/?ref_=fn_tt_tt_1,72000.0,Steven Spielberg,14000,Daniel Day-Lewis,8600,Sally Field,3800,David Strathairn,1500,59741.0
Apollo 13,http://www.imdb.com/title/tt0112384/?ref_=fn_tt_tt_1,5100.0,Ron Howard,2000,Tom Hanks,15000,Bill Paxton,1800,Kevin Bacon,7200,31096.0
You've Got Mail,http://www.imdb.com/title/tt0128853/?ref_=fn_tt_tt_1,8500.0,Nora Ephron,1400,Tom Hanks,15000,Meg Ryan,2700,Greg Kinnear,1500,25669.0
Les Misrables,http://www.imdb.com/title/tt1707386/?ref_=fn_tt_tt_1,145000.0,Tom Hooper,1700,Hugh Jackman,20000,Russell Crowe,7300,Anne Hathaway,11000,83106.0
The Santa Clause 2,http://www.imdb.com/title/tt0304669/?ref_=fn_tt_tt_1,1100.0,Michael Lembeck,54,Tim Allen,1300,Elizabeth Mitchell,1400,David Krumholtz,1600,9624.0
The Matrix,http://www.imdb.com/title/tt0133093/?ref_=fn_tt_tt_1,26000.0,Lana Wachowski,1100,Keanu Reeves,19000,Laurence Fishburne,2600,Carrie-Anne Moss,1600,30573.0
Due Date,http://www.imdb.com/title/tt1231583/?ref_=fn_tt_tt_1,25000.0,Todd Phillips,482,Robert Downey Jr.,21000,Zach Galifianakis,7700,Michelle Monaghan,3500,41327.0
The Mask of Zorro,http://www.imdb.com/title/tt0120746/?ref_=fn_tt_tt_1,2100.0,Martin Campbell,265,Jos Mara de Tavira,62,Diego Sieres,1,Emiliano Guerra,2,18109.0
Space Cowboys,http://www.imdb.com/title/tt0186566/?ref_=fn_tt_tt_1,1800.0,Clint Eastwood,17000,Clint Eastwood,17000,Tommy Lee Jones,7900,Donald Sutherland,3300,40783.0
Unbroken,http://www.imdb.com/title/tt1809398/?ref_=fn_tt_tt_1,35000.0,Angelina Jolie,11000,Jack O'Connell,21,Domhnall Gleeson,3100,Garrett Hedlund,4800,13016.0
Step Brothers,http://www.imdb.com/title/tt0838283/?ref_=fn_tt_tt_1,7500.0,Adam McKay,292,Will Ferrell,8000,John C. Reilly,2800,Mary Steenburgen,1200,18564.0
Spy!,http://www.imdb.com/title/tt1397132/?ref_=fn_tt_tt_1,1.0,Allan Prior,1,Alexander John,1,,,,,1.0
Jumanji,http://www.imdb.com/title/tt2283362/?ref_=fn_tt_tt_1,4000.0,Jake Kasdan,52,Karen Gillan,2200,Dwayne Johnson,12000,Kevin Hart,1700,21234.0
Broken Arrow,http://www.imdb.com/title/tt0115759/?ref_=fn_tt_tt_1,1400.0,John Woo,618,John Travolta,4500,Christian Slater,2000,Samantha Mathis,550,9467.0
Mona Lisa Smile,http://www.imdb.com/title/tt0304415/?ref_=fn_tt_tt_1,3500.0,Mike Newell,179,Julia Roberts,8100,Kirsten Dunst,4000,Julia Stiles,3200,28457.0
Cliffhanger,http://www.imdb.com/title/tt0106582/?ref_=fn_tt_tt_1,2500.0,Renny Harlin,214,Sylvester Stallone,13000,John Lithgow,1800,Michael Rooker,2300,20649.0
Annie,http://www.imdb.com/title/tt0083564/?ref_=fn_tt_tt_1,5600.0,John Huston,1000,Albert Finney,882,Carol Burnett,1200,Ann Reinking,82,11915.0
World Trade Center,http://www.imdb.com/title/tt0469641/?ref_=fn_tt_tt_1,1800.0,Oliver Stone,2200,Nicolas Cage,12000,Maria Bello,1500,Connor Paolo,532,19627.0
Pete's Dragon,http://www.imdb.com/title/tt2788732/?ref_=fn_tt_tt_1,26000.0,David Lowery,39,Bryce Dallas Howard,3000,Robert Redford,6300,Oakes Fegley,100,18861.0
The Kid,http://www.imdb.com/title/tt0012349/?ref_=fn_tt_tt_1,2800.0,Charles Chaplin,4100,Carl Miller,1,Edna Purviance,76,Jackie Coogan,301,4478.0
The Dictator,http://www.imdb.com/title/tt1645170/?ref_=fn_tt_tt_1,59000.0,Larry Charles,117,Sacha Baron Cohen,5900,Sayed Badreya,597,Rocky Citron,1,10781.0
Eyes Wide Shut,http://www.imdb.com/title/tt0120663/?ref_=fn_tt_tt_1,10000.0,Stanley Kubrick,7100,Tom Cruise,11000,Nicole Kidman,4800,Sydney Pollack,522,20992.0
Blade: Trinity,http://www.imdb.com/title/tt0359013/?ref_=fn_tt_tt_1,2400.0,David S. Goyer,686,Wesley Snipes,2400,Kris Kristofferson,1300,Dominic Purcell,2400,32579.0
Resident Evil: Retribution,http://www.imdb.com/title/tt1855325/?ref_=fn_tt_tt_1,32000.0,Paul W.S. Anderson,544,Milla Jovovich,14000,Sienna Guillory,1900,Michelle Rodriguez,8500,35716.0
This Means War,http://www.imdb.com/title/tt1596350/?ref_=fn_tt_tt_1,18000.0,McG,371,Reese Witherspoon,3800,Chris Pine,6600,Tom Hardy,27000,45075.0
We Are Marshall,http://www.imdb.com/title/tt0758794/?ref_=fn_tt_tt_1,2900.0,McG,371,Matthew McConaughey,12000,Matthew Fox,1900,Anthony Mackie,2000,27698.0
Red Dawn,http://www.imdb.com/title/tt1234719/?ref_=fn_tt_tt_1,32000.0,Dan Bradley,38,Chris Hemsworth,26000,Josh Peck,1300,Josh Hutcherson,14000,54661.0
Primary Colors,http://www.imdb.com/title/tt0119942/?ref_=fn_tt_tt_1,875.0,Mike Nichols,2500,John Travolta,4500,Emma Thompson,2300,Billy Bob Thornton,3800,25565.0
Everest,http://www.imdb.com/title/tt2719848/?ref_=fn_tt_tt_1,41000.0,Baltasar Kormkur,176,Jason Clarke,1500,Ang Phula Sherpa,5,Thomas M. Wright,149,4891.0
Fight Club,http://www.imdb.com/title/tt0137523/?ref_=fn_tt_tt_1,49000.0,David Fincher,21000,Edward Norton,8800,Brad Pitt,12000,Meat Loaf,808,30747.0
Death Race,http://www.imdb.com/title/tt0452608/?ref_=fn_tt_tt_1,5000.0,Paul W.S. Anderson,544,Jason Statham,26000,Joan Allen,836,Ian McShane,3500,43876.0
Sin City: A Dame to Kill For,http://www.imdb.com/title/tt0458481/?ref_=fn_tt_tt_1,32000.0,Frank Miller,435,Mickey Rourke,3300,Jessica Alba,5300,Josh Brolin,2900,77432.0
The Long Kiss Goodnight,http://www.imdb.com/title/tt0116908/?ref_=fn_tt_tt_1,4100.0,Renny Harlin,214,Geena Davis,1200,Samuel L. Jackson,7200,Yvonne Zima,264,13635.0
Focus,http://www.imdb.com/title/tt2381941/?ref_=fn_tt_tt_1,24000.0,Glenn Ficarra,43,Will Smith,10000,Margot Robbie,4600,Adrian Martinez,808,21391.0
The Missing,http://www.imdb.com/title/tt3877200/?ref_=fn_tt_tt_1,4200.0,Tchky Karyo,365,Tchky Karyo,365,Anastasia Hille,13,James Nesbitt,774,11376.0
Zathura: A Space Adventure,http://www.imdb.com/title/tt0406375/?ref_=fn_tt_tt_1,2900.0,Jon Favreau,4100,Jonah Bobo,538,Josh Hutcherson,14000,Dax Shepard,1200,41537.0
Astro Boy,http://www.imdb.com/title/tt0375568/?ref_=fn_tt_tt_1,1700.0,David Bowers,7,Charlize Theron,9100,Freddie Highmore,4400,Ryan Stiles,249,45677.0
Hudson Hawk,http://www.imdb.com/title/tt0102070/?ref_=fn_tt_tt_1,1900.0,Michael Lehmann,35,Bruce Willis,13000,Danny Aiello,401,Andie MacDowell,1100,18522.0
"I, Frankenstein",http://www.imdb.com/title/tt1418377/?ref_=fn_tt_tt_1,15000.0,Stuart Beattie,72,Aaron Eckhart,2500,Yvonne Strahovski,4900,Miranda Otto,569,18124.0
Dragon Blade,http://www.imdb.com/title/tt3672840/?ref_=fn_tt_tt_1,4400.0,Daniel Lee,10,Jackie Chan,6500,John Cusack,5600,Adrien Brody,5100,18566.0
Elektra,http://www.imdb.com/title/tt0357277/?ref_=fn_tt_tt_1,1600.0,Rob Bowman,39,Jennifer Garner,3000,Goran Visnjic,1000,Kirsten Prout,1000,12752.0
Proof of Life,http://www.imdb.com/title/tt0228750/?ref_=fn_tt_tt_1,898.0,Taylor Hackford,139,Meg Ryan,2700,Russell Crowe,7300,David Morse,2300,17834.0
Lucky Numbers,http://www.imdb.com/title/tt0219952/?ref_=fn_tt_tt_1,177.0,Nora Ephron,1400,John Travolta,4500,Lisa Kudrow,1400,Tim Roth,3200,15517.0
Austin Powers in Goldmember,http://www.imdb.com/title/tt0295178/?ref_=fn_tt_tt_1,1600.0,Jay Roach,118,Mike Myers,1400,Beyonc Knowles,1500,Seth Green,2000,14027.0
Perfume: The Story of a Murderer,http://www.imdb.com/title/tt0396171/?ref_=fn_tt_tt_1,27000.0,Tom Tykwer,668,Ben Whishaw,3500,Francesc Albiol,2,Gonzalo Cunill,1,3762.0
Jurassic Park,http://www.imdb.com/title/tt0107290/?ref_=fn_tt_tt_1,19000.0,Steven Spielberg,14000,Sam Neill,1900,Laura Dern,1100,Jeff Goldblum,6600,25972.0
Littleman,http://www.imdb.com/title/tt0430304/?ref_=fn_tt_tt_1,1800.0,Keenen Ivory Wayans,323,Marlon Wayans,1500,Shawn Wayans,573,Kerry Washington,2400,10319.0
Oliver Twist,http://www.imdb.com/title/tt0380599/?ref_=fn_tt_tt_1,1100.0,Roman Polanski,2200,Barney Clark,85,Jeremy Swift,17,Ian McNeice,272,459.0
Clear and Present Danger,http://www.imdb.com/title/tt0109444/?ref_=fn_tt_tt_1,1400.0,Phillip Noyce,175,Harrison Ford,11000,Willem Dafoe,3800,Anne Archer,263,20423.0
Random Hearts,http://www.imdb.com/title/tt0156934/?ref_=fn_tt_tt_1,313.0,Sydney Pollack,522,Harrison Ford,11000,Kristin Scott Thomas,1000,Charles S. Dutton,535,24501.0
Hop,http://www.imdb.com/title/tt1411704/?ref_=fn_tt_tt_1,7400.0,Tim Hill,25,James Marsden,4200,Russell Brand,2200,Kaley Cuoco,5400,22204.0
Wyatt Earp,http://www.imdb.com/title/tt0111756/?ref_=fn_tt_tt_1,1400.0,Lawrence Kasdan,759,Kevin Costner,4100,Dennis Quaid,2000,Gene Hackman,2500,23358.0
The Hateful Eight,http://www.imdb.com/title/tt3460252/?ref_=fn_tt_tt_1,116000.0,Quentin Tarantino,16000,Samuel L. Jackson,7200,Kurt Russell,3300,Jennifer Jason Leigh,1000,86257.0
U-571,http://www.imdb.com/title/tt0141926/?ref_=fn_tt_tt_1,1700.0,Jonathan Mostow,84,Matthew McConaughey,12000,Bill Paxton,1800,Harvey Keitel,1900,20974.0
Blades of Glory,http://www.imdb.com/title/tt0445934/?ref_=fn_tt_tt_1,3100.0,Josh Gordon,8,Will Ferrell,8000,Jon Heder,975,Will Arnett,1100,22747.0
3000 Miles to Graceland,http://www.imdb.com/title/tt0233142/?ref_=fn_tt_tt_1,1100.0,Demian Lichtenstein,11,Kurt Russell,3300,Kevin Costner,4100,Courteney Cox,2100,27334.0
The Love Guru,http://www.imdb.com/title/tt0811138/?ref_=fn_tt_tt_1,1600.0,Marco Schnabel,12,Jessica Simpson,536,Kanye West,330,Mike Myers,1400,19181.0
Maze Runner: The Scorch Trials,http://www.imdb.com/title/tt4046784/?ref_=fn_tt_tt_1,24000.0,Wes Ball,48,Dylan O'Brien,3700,Ki Hong Lee,989,Kaya Scodelario,1700,21744.0
The American President,http://www.imdb.com/title/tt0112346/?ref_=fn_tt_tt_1,3800.0,Rob Reiner,9800,Michael Douglas,2500,Annette Bening,1500,Martin Sheen,1600,13114.0
2 Guns,http://www.imdb.com/title/tt1272878/?ref_=fn_tt_tt_1,22000.0,Baltasar Kormkur,176,Denzel Washington,18000,Mark Wahlberg,8900,Paula Patton,3200,51679.0
Meet the Fockers,http://www.imdb.com/title/tt0290002/?ref_=fn_tt_tt_1,2200.0,Jay Roach,118,Robert De Niro,22000,Ben Stiller,3500,Dustin Hoffman,7200,40561.0
Ziggy Marley and Melody Makers/Tevin Campbell/Public Enemy,http://www.imdb.com/title/tt1485544/?ref_=fn_tt_tt_1,1.0,Don Cornelius,84,Don Cornelius,84,Tevin Campbell,36,Ziggy Marley,100,230.0
The Mermaid,http://www.imdb.com/title/tt4701660/?ref_=fn_tt_tt_1,1200.0,Stephen Chow,1300,Chao Deng,12,Show Lo,1,Yuqi Zhang,33,241.0
The Lego Movie,http://www.imdb.com/title/tt1490017/?ref_=fn_tt_tt_1,65000.0,Phil Lord,97,Will Arnett,1100,Elizabeth Banks,4500,Craig Berry,3,41954.0
Gone Girl,http://www.imdb.com/title/tt2267998/?ref_=fn_tt_tt_1,147000.0,David Fincher,21000,Ben Affleck,6700,Rosamund Pike,4400,Neil Patrick Harris,7500,26555.0
300,http://www.imdb.com/title/tt0416449/?ref_=fn_tt_tt_1,14000.0,Zack Snyder,2200,Gerard Butler,18000,Lena Headey,5500,Dominic West,1300,44264.0
The Green Mile,http://www.imdb.com/title/tt0120689/?ref_=fn_tt_tt_1,30000.0,Frank Darabont,1800,Tom Hanks,15000,David Morse,2300,Michael Clarke Duncan,8100,39952.0
The Bourne Identity,http://www.imdb.com/title/tt0258463/?ref_=fn_tt_tt_1,9100.0,Doug Liman,217,Matt Damon,14000,Franka Potente,1300,Chris Cooper,1300,33950.0
Chicken Little,http://www.imdb.com/title/tt0371606/?ref_=fn_tt_tt_1,936.0,Mark Dindal,11,Zach Braff,1200,Garry Marshall,2900,Don Knotts,2800,24608.0
Wild Hogs,http://www.imdb.com/title/tt0486946/?ref_=fn_tt_tt_1,3200.0,Walt Becker,12,Tim Allen,1300,John Travolta,4500,Martin Lawrence,2000,21515.0
